medicines,Disease,symptoms
,MAKKALLAH,"glandular projection below umbilicus, glandular projection in flanks, glandular projection in basti/urinary bladder, pain in the umbilical region, colicky pain in the basti/urinary bladder, colicky pain in the abdomen, felt as colon is being pierced by needles, felt as colon is being torn, felt as colon is being cut open, distension of abdomen, obstruction/retention in passage of urine, headache, pain in abdomen, pain in the precordium/cardiac region"
,UNMADAH,"confusion state of mind, confusion state of intellect, altered conciousness, possess incorrect knowledge, agitated memory, agitated faith/belief, impaired character, agitated movements, impaired behaviour, confused intellect, fickleness of the mind, perplexed look, restlessness, incoherent speech, mental vaccum, feeling of pain in body, feeling of happiness in body, person begin to resort to activities without any thinking, sudden lack of happiness, sudden lack of sorrow, sudden loss of good behviour, sudden loss of righteous things, sudden loss of non-righteous things, suddenly start wandering"
,UNMADA-PURVARUPAM,"feeling of emptyness in head, excitement in eyes, dizziness in ears, increased inspiration, excessive salivation, disinclination for food, tastelessness, indigestion, stiffness in cardiac region, meditation at inappropriate places, exhaustion, bewilderment at inappropriate places, excitement in inappropriate places, continuous horipulation, frequent fever, fickle mindedness, circular elevated patches on body/urticaria, facial expression as if affected by facial paralysis, frequent appearance of the inauspicious objects that are wandering in dreams, frequent appearance of the inauspicious objects that are moving in dreams, frequent appearance of the inauspicious objects that are unstable in dreams, frequent appearance of riding over the wheel of an oil press in dreams, frequent appearance of being churned by whirl-winds in dreams, frequent appearance of sinking in fierceful whirl pools in dreams, frequent appearance of retraction of eyes in dreams, fits of unconsciousness, stretching type sensation in limbs, extra enthusiasm, eating unclean food in dreams, churning like sensation in the body due to vāyu, giddiness like lying on moving wheel"
,VATAJA-UNMADAH,"severe restelessness, flickering of eyes, flickering of eyebrows, sudden movements of lips, movements of shoulders, sudden movements of jaws, sudden movements of hands, sudden movements of legs, continuous voice, intermittent voice, frothing from mouth, smiling at inappropriate places, laughing at inappropriate places, dancing at inappropriate places, singing at inappropriate places, playing music organs, nonrhythmic following vīṇa, nonrhythmic following vaṁśa, nonrhythmic following śaṁkha, nonrhythmic following śamya, nonrhythmic following taala, as if going on vehicle, as if wearing ornaments, severe jelousy, emaciation, roughness/dryness, protrusion of eyes, slightly reddish brown eyes, incoherent speech at inappropriate places, irrelevant movements of the limbs, weeping at inappropriate places, slight reddish complexion of the body, provocation of the symptom after the food has been digested, lustreless apperance, harsh voice, prominent veins, wants cold, pulsatile/vibrating body, vibrating joints, wandering with shaking, singing and dancing, crying, roams around, crying at inappropriated place, roams around in appropriate places, mimics sound of vēṇu, mimics sound of vīṇa, travels /roams a lot, speaks a lot, desires for food, abuses after obtaining food, speaks in appropriate places, irrelevant eyebrow movements at inappropriate places"
,PITTAJA-UNMADAH,"intolerant /impatient, anger, agitation at inappropriate places, hurting self by weapon, hurting self by clod, hurting self by whip, hurting self by wood, hurting self by fist, hurting self by weapon, hurting self by clod, hurting self by whip, hurting self by wood, hurting self by fist, hurting others by weapon, hurting others by clod, hurting others by whip, hurting others by wood, hurting others by fist, hurting others by weapon, hurting others by clod, hurting others by whip, hurting others by wood, hurting others by fist, sudden self injury with instruments, sudden self injury with fist, sudden self injury with stone, sudden self injury with wood, want for shade/shelter, want for cold water, want for cold food, freqeunt anger, coppery eyes, greenish eyes, yellowish eyes, steady /stable eyes, redness/congesion/inflammation, nudity, intimidating attitude, runnig away, hotness of body, anger, yellowish complexion, excessive thirst, excessive sweating, excessive burning sensation, voracious eater, improper sleep, wants cold, wants air, enjoys in sides of water bodies, excessive anger, suspects, sees starts in sky in daytime, false visualisation of fire/halluciation of fire, false visualisation of fire/halluciation of fire, hallucination of stars, false visualisation of flame/hallucination of flame, fear of yellowish things falling down, suspicion of flame without reason, suspicion of flame without reason, visualise stars"
,KAPAJA-UNMADAH,"confined to one area, satisfied, less travelling, excessive salivation, nasal discharge, disinclination for food, wants secrecy/privacy, nauseating, aversion for cleanliness, dreams daily, facial oedema, whitish eyes, feel as if eyes are wrapped with wet cloth, eyes with rheum, slow speech, sluggishness in body activities, tastelessness, liking for women, liking for solitude, excessive sleep, vomiting, provocation of the symptom after the meal, whitish discoloration of the nails, diminution of agni (digestive power), exhaustion, cough, less intellect, eats less, desire for hot, aggravation of disease in night, desire for sex with female, sleep, facial oedema, eyes with rheum, turbid eyes"
,SANNIPATAJA-UNMADAH,"clinical features of all three types, "
,SOKAJA-UNMADAH,"irrelevently portays the things as per his imagination, improper perception/unconciousness, sings, laughs, cries/cries suddenly, stupefied due to improper perception, pallor/pale, timid or apathy, fainting repeatedly, weeps making sounds such ha, ha, dies, overestimate, mind disturbed with sorrow, thinking, alert, does irrelelvant acts"
,VISHAJA-UNMADAH,"blood shot eyes, loss of strength, loss of functioning of sensory and motor organs, loss of lusture, withered appearance, blackish dis colouration of face, blackish dis colouration of face, loss of lustre/charm, loss of strength, loss of functioning of sensory and motor organs, confusion state (while poison has produced another episode)"
,AGANTUJA-UNMADAH,"extra will power or power of spirituality, extra will power or power of spirituality, extra ability to perform hard tasks, extra bravary, extra good preception of knowledge, extra self abstinence, extraorinary memorizing capacity, extra spiritual understanding, extra self suggestive talks, extra spiritual understanding, invariable/unpredictable timing of insanity episode, speaking more effectively than human capacity, having ability to perform tasks more than normal human capacity, having vitality and ability more than a normal human being, performing acts beyond normal human capacity, having extraordinary knowledge than normal human being, having extraordinary knowledge than normal human being, having extra strength than normal human being, loss of physical strength or weakness, fond of torturing others, cruel, hotness"
,AGANTUKONMADA PURVARUPA,"desire for inflicting injury upon gods, desire for inflicting injury upon cows, desire for inflicting injury upon brāhmaṇa (noble man), desire for inflicting injury upon ascetics, anger/irritability, liking for violant work, distress/dicontent/restlessness, impairement of ōjas (vitality), impairement of colour, impairement of complexion, impairement of physical strength, impairement of beauty, abuse and incitement by the gods in dreams"
,DEVONMADAH/DEVASATRUJUSHTONMADAH,"serious/deep, unassailable, not getting angry, insomnia/sleeplessness, disliking towards food/meals, scanty sweating, oliguria, less quantity of stool, less quantity of flatus, auspicious fragrance, face like that of completely developed lotus flower, contented/satisfied, purity of body/thought/words/deeds, smells strong and divine fragrance of flowers, alert, truthfull speaking, sanskrit conversation, glows radiance, steady /stable eyes, the person who delivers boon, respect brahmina"
,GURUSAPONMADAH,"behaviour in concurrence to curse by respectables, behaviour in concurrence to by respectables, behaviour in concurrence to thinkings by respectables, behaviour in concurrence to curse by senior respectables, behaviour in concurrence to by senior respectables, behaviour in concurrence to thinkings by senior respectables, behaviour in concurrence to curse by gifted saints, behaviour in concurrence with that of gifted saints, behaviour in concurrence to thinkings by gifted saints, diet in concurrance with curse by the respectables, diet in concurrance with by the respectables, diet in concurrance with thinkingsby the respectables, diet in concurrance with curse by the senior respectables, diet in concurrance with by the senior respectables, diet in concurrance with thinkingsby the senior respectables, diet in concurrance with curse by the gifted saints, diet in concurrance with that of gifted saints, diet in concurrance with thinkingsby the by the gifted saints, speaks in concurrence with curse of respectables, speaks in concurrence with of respectables, sepaks in concurrence with thinkings of respectables, sepaks in concurrence with curse of senior respectables, behaviour in concurrence with of senior respectables, speaks in concurrence with thinkings of senior respectables, speaks in concurrence with curse of gifted saints, speaks in concurrence with that of gifted saints, speaks in concurrence with thinkings of gifted saints"
,PITRU-UNMADAH,"person with sorrow in his eyes, not looking towards, sleepy, person whose speech is hampered/stopped, disinclination for food, tastelessness, indigestion, offers oblations to the ancestors soul, calm temperament, keeping cloth on the right shoulder, fond of meat, fond of tila (sesame seeds), fond of jaggery, fond of milk pudding, praises forefathers"
,GANDHARVONMADAH,"fond of instruments, fond of dancing, fond of singing, fond of various foods, fond of drinking, fond of bathing, fond of flowers, fond of holy fumes, fond of perfumes, person who likes red coloured clothes, person who like religious sacrificing procedure, fond of comic stories, spiritual, fond of holy fragrances, happy soul, visiting river side, has good manners, is over-fond of music, fond of fragrance, fond of flowers, dancing, smiles, good beautiful words, less words, visiting another forests/gardens"
